"","ADCYAP1","ADIPOQ","ALX1","ARX","BAGE","BAGE2","BAGE3","BAGE4","BAGE5","BCORP1","BMP7","BTBD17","C14ORF39","C15ORF2","C18ORF61","C21ORF15","CALB2","CARTPT","CBLN4","CCL19","CCL21","CCNYL2","CFHR4","CHRNA4","CLEC4M","CR2","CRABP1","CRH","CSAG1","CSAG2","CSAG3","CTAG2","CXORF49","CXORF49B","CYP11B1","CYP4F24P","DDX3Y","DEFA1","DEFA1B","DLK1","DNAJC5G","EIF1AY","ERCC_00013","ERCC_00014","ERCC_00019","ERCC_00022","ERCC_00025","ERCC_00028","ERCC_00031","ERCC_00034","ERCC_00035","ERCC_00039","ERCC_00040","ERCC_00044","ERCC_00051","ERCC_00053","ERCC_00054","ERCC_00058","ERCC_00059","ERCC_00060","ERCC_00062","ERCC_00067","ERCC_00069","ERCC_00071","ERCC_00076","ERCC_00078","ERCC_00079","ERCC_00084","ERCC_00085","ERCC_00092","ERCC_00095","ERCC_00099","ERCC_00108","ERCC_00112","ERCC_00116","ERCC_00126","ERCC_00131","ERCC_00136","ERCC_00143","ERCC_00144","ERCC_00148","ERCC_00154","ERCC_00157","ERCC_00160","ERCC_00162","ERCC_00163","ERCC_00165","ERCC_00170","EVX2","FBXL21","FDCSP","FERD3L","FLJ41350","FOXD3","GABRA1","GCGR","GSTT1","HBG1","HBG2","HLA-DQA1","HLA-DRB4","HLA-DRB5","HOXC10","HOXD11","HOXD13","HSD3B2","KCNC2","KDM5D","LECT2","LHX9","LINC00221","LOC100129291","LOC100288568","LOC100507073","LOC100507199","LOC100507561","LOC100652893","LOC100653006","LOC348120","LOC400643","LOC441601","LOC90499","MAGEA1","MAGEA10","MAGEA10-MAGEA5","MAGEA11","MAGEA12","MAGEA2","MAGEA2B","MAGEA3","MAGEA4","MAGEA5","MAGEA6","MAGEA9","MAGEA9B","MAGEC1","MAGEC2","MGC39584","MUC15","NCAN","NCRNA00185","NF1P2","NHLH2","NKX6-1","NR5A1","PABPC1L2A","PABPC1L2B","PAGE5","PENK","PLA2G2A","PLA2G2D","PLEKHG4B","PMP2","POU4F2","PPP1R17","PPP1R1A","PRAME","PRKY","PRY","PRY2","PWRN1","RBP4","RMST","RPS4Y1","SERPINA12","SIX6","SLC30A3","SLC5A7","SLC6A11","SST","TERT","TLX3","TMSB4Y","TSIX","TSPY4","TTLL6","TTTY15","TTTY2","TTTY2B","TXLNG2P","UCN3","USP9Y","XAGE1A","XAGE1B","XAGE1C","XAGE1D","XAGE1E","XIST","ZFY","ZFY-AS1"
"SEQC_NB463_BD0C70ACXX_L5_CGATGT",7.006,-4.434,-5.019,-2.697,-0.264,0.596,0.596,0.596,0.596,-6.665,3.082,-4.434,0.321,1.131,-1.697,0.267,-1.626,3.257,2.736,6.353,7.077,-1.112,-4.434,-2.434,-2.019,-1.065,-2.211,-3.211,-2.559,-2.697,-2.697,-6.665,-6.665,-6.665,6.504,0.356,-4.434,-4.434,-4.434,5.494,-3.211,-6.665,4.999,4.191,6.651,11.657,9.601,4.513,3.776,7.361,9.899,5.361,4.513,9.401,6.279,8.477,6.191,5.651,7.651,12.147,8.3,3.776,3.776,9.134,11.859,9.279,11.303,8.864,5.361,9.651,6.584,9.351,12.342,10.703,8.986,3.776,8.361,11.177,6.098,4.999,7.191,5.651,7.146,8.835,9.643,9.203,10.284,4.999,-6.665,-2.559,4.898,-6.665,-3.211,1.756,-5.019,5.297,4.169,-0.237,1.058,4.314,4.612,-1.495,5.016,-4.434,-6.665,5.726,1.888,-3.697,-6.665,-4.434,-0.931,-4.434,-3.211,-1.495,-6.665,0.749,-1.264,1.1,-6.665,1.441,0.303,-3.697,-4.434,-4.434,-3.697,-3.697,-4.019,-6.665,-6.665,-6.665,-6.665,-6.665,-3.697,-2.559,-2.559,-3.434,-5.019,0.111,-6.665,4.296,-6.665,-6.665,1.239,-2.849,3.455,0.026,0.505,-3.697,-4.019,-6.665,5.627,-1.771,-0.974,-6.665,2.629,2.432,3.921,-1.161,-6.665,-6.665,4.051,-4.434,2.524,-2.434,3.428,-6.665,-1.264,-0.318,-3.211,6.195,-1.849,1.87,-6.665,8.97,-4.019,3.305,-4.434,-4.434,-4.434,-3.211,-1.771,-3.211,-4.434,-4.434,-4.434,-4.434,-4.434,9.199,-6.665,-6.665
"SEQC_NB464_BD0C70ACXX_L5_TGACCA",-3.183,-6.665,-4.183,-2.446,5.187,6.204,6.204,6.204,6.204,-1.681,3.856,0.739,5.563,-2.309,-2.446,-2.768,-2.446,-2.446,-3.446,-2.446,-2.068,4.947,4.239,-1.52,-3.768,-6.665,-0.639,-2.768,-6.665,-1.245,-1.245,-4.768,-3.768,-3.768,3.206,3.174,6.155,-4.768,-4.768,9.996,0.904,4.237,3.699,5.573,5.573,11.598,9.48,-2.497,-2.497,7.869,9.661,4.436,3.699,9.314,6.972,8.997,6.638,5.284,7.699,12.3,7.758,4.436,4.921,8.997,11.778,9.8,11.125,8.972,4.921,9.934,5.814,9.828,12.246,10.08,8.947,4.921,8.201,10.918,5.814,4.436,6.758,-2.497,6.869,8.557,9.699,8.557,10.062,5.814,-1.598,-4.183,-6.665,1.039,-6.665,-0.483,-2.961,2.02,5.181,-4.183,-3.446,1.33,2.576,-2.446,1.498,0.987,1.162,-0.124,-4.183,5.685,-3.446,-6.665,4.119,-6.665,4.085,-6.665,1.832,2.096,-6.665,-1.861,2.763,-1.768,3.585,-2.309,1.535,2.549,2.751,5.187,-6.665,-6.665,-6.665,-6.665,4.176,-1.598,-3.446,3.58,3.58,5.937,5.401,2.62,5.605,-1.309,1.615,2.436,2.319,-6.665,-0.276,1.809,2.276,1.126,6.033,-4.768,-4.768,5.884,-2.598,-2.183,-2.961,-3.768,6.835,5.162,-2.309,-2.309,-4.183,-4.183,-1.861,6.87,-2.309,2.79,1.308,-4.768,1.186,3.556,-1.768,3.923,0.517,4.978,-2.961,-2.598,5.145,2.412,2.412,5.797,-4.768,5.423,2.096,2.096,2.096,2.096,2.096,5.302,4.179,4.047
"SEQC_NB465_BD0C70ACXX_L5_GCCAAT",-3.034,-6.665,-0.16,4.605,-4.619,-3.034,-3.034,-3.034,-3.034,-4.619,6.019,-6.665,5.157,-4.619,0.496,-4.204,6.745,-5.204,-0.476,-4.619,-0.712,4.592,-6.665,-2.034,-6.665,-6.665,4.608,-6.665,-3.034,-6.665,-6.665,-6.665,-5.204,-5.204,-6.665,-4.619,-4.619,-4.619,-4.619,0.425,3.85,-5.204,6.662,7.884,7.399,11.897,10.568,6.662,6.662,8.247,10.286,8.247,-2.497,9.72,-2.497,9.325,-2.497,6.662,9.164,10.959,7.399,-2.497,-2.497,8.399,11.266,9.164,9.935,8.983,-2.497,10.031,-2.497,9.325,12.031,10.206,9.983,-2.497,7.662,10.959,6.662,-2.497,-2.497,-2.497,7.884,7.399,8.777,6.662,10.568,-2.497,-6.665,5.054,-4.619,3.833,-6.665,-6.665,-6.665,-0.745,4.188,3.644,4.963,-1.397,-0.034,0.005,-1.882,-6.665,-4.619,-2.504,0.51,-4.619,4.678,-2.619,3.881,-4.204,1.109,0.762,-6.665,1.818,-2.117,4.964,-3.397,4.285,-6.665,-4.204,-6.665,-6.665,-1.956,-4.619,-4.619,-6.665,-6.665,-4.619,-6.665,-4.619,-4.619,-3.619,-3.619,-3.882,-3.619,-5.204,-3.034,8.16,-6.665,-4.619,-2.745,-3.204,0.51,-2.745,-6.665,-5.204,-3.882,-2.297,-3.619,6.536,-4.619,-1.812,-6.665,-3.882,3.537,-0.096,-6.665,-6.665,-6.665,-0.297,-4.619,-4.619,-2.117,-6.665,6.213,5.663,3.046,6.409,3.541,0.025,-6.665,10.207,-4.619,-6.665,-6.665,-4.619,-4.619,-6.665,-6.665,-4.619,-4.619,-4.619,-4.619,-4.619,-4.619,10.49,-6.665,-6.665
"SEQC_NB466_BD0C70ACXX_L5_ACTTGA",2.857,-4.891,-3.307,-2.432,-2.191,-0.722,-0.722,-0.722,-0.722,-6.665,4.94,3.225,4.058,-6.665,-0.277,2.426,-1.499,3.246,4.522,1.584,2.342,1.745,2.288,-4.307,-3.084,-2.432,-2.307,2.667,-0.762,-0.682,-0.682,-2.891,5.14,5.14,-4.891,-6.665,-6.665,1.903,1.903,4.921,0.063,-3.891,-2.497,5.221,5.221,11.786,9.976,-2.497,5.958,7.336,10.206,5.221,-2.497,9.028,6.443,6.958,-2.497,-2.497,8.028,11.167,7.543,-2.497,6.443,9.308,10.976,9.68,10.028,9.494,5.221,10.128,5.958,8.993,11.998,10.236,9.19,5.958,7.336,10.865,6.443,5.221,7.095,5.221,7.336,8.494,9.494,8.28,10.481,5.221,-2.891,0.795,-3.084,-4.307,-6.665,2.873,-4.307,7.95,3.582,-1.137,0.196,-3.891,5.456,-6.665,-1.368,-3.57,-3.57,-3.57,2.731,-3.891,1.074,-4.307,4.498,2.77,3.887,-0.137,-1.644,-0.804,0.648,0.196,-3.307,-4.891,-3.084,-1.985,-6.665,4.878,5.298,-1.891,0.196,0.809,0.466,0.752,-0.248,2.883,0.678,5.286,5.286,-1.033,-0.534,-0.4,5.129,7.317,-6.665,-2.722,-0.937,-4.307,-0.804,1.457,0.767,4.035,-1.644,1.196,-0.432,-1.499,2.663,3.675,3.885,4.452,8.572,-2.432,-6.665,-6.665,-3.084,-2.084,0.678,-3.307,2.632,-0.337,1.403,-3.307,1.238,3.111,4.963,-3.891,-6.665,9.982,-6.665,2.938,-4.307,-6.665,-6.665,-4.307,1.916,-4.891,6.071,6.071,6.071,6.071,6.071,10.153,-4.307,-4.891
"SEQC_NB467_BD0C70ACXX_L5_TAGCTT",0.631,0.373,2.574,-1.34,-3.984,-2.814,-2.814,-2.814,-2.814,-2.525,6.973,-4.399,5.554,1.929,-6.665,-0.592,-1.229,1.923,-3.177,1.836,-0.94,5.589,-0.369,-6.665,-6.665,-2.525,0.923,4.569,-6.665,-0.775,-0.775,-6.665,5.21,5.21,-2.984,1.917,5.899,-4.984,-4.984,6.543,-0.627,3.137,-2.497,7.552,-2.497,11.864,9.993,6.33,-2.497,8.552,10.389,-2.497,-2.497,9.268,-2.497,7.915,-2.497,-2.497,8.652,11.188,7.915,6.33,6.33,9.389,10.993,10.299,10.299,8.993,7.067,10.237,7.067,8.745,12.129,10.552,9.993,-2.497,7.067,11.085,6.33,-2.497,-2.497,-2.497,6.745,8.552,10.171,8.204,10.526,-2.497,-0.43,4.737,-3.177,0.186,-3.662,1.771,-2.814,7.074,4.115,-1.814,-1.126,-6.665,4.158,-6.665,-1.592,-2.077,0.145,-4.399,3.198,5.068,3.727,-6.665,5.469,0.425,4.408,-6.665,3.406,0.836,0.508,0.225,-1.126,5.041,-1.984,5.643,-4.399,6.529,6.608,5.165,-6.665,0.539,0.356,-6.665,6,1.5,-6.665,6.148,6.148,-1.662,-2.399,-1.34,1.688,4.068,1.842,-2.077,3.831,2.333,-3.662,0.836,1.027,5.562,0.283,-1.736,0.757,1.861,-0.284,4.182,-3.662,-4.399,7.091,4.198,-0.492,-0.492,2.555,-1.229,-4.399,4.822,4.861,2.15,1.225,-1.229,1.631,4.522,4.852,0.264,0.57,1.616,6.931,-6.665,4.609,-4.399,-4.399,4.767,4.271,4.945,4.062,4.062,4.062,4.062,4.062,1.681,3.481,3.218
"SEQC_NB468_BD0C70ACXX_L5_CTTGTA",5.94,5.714,-6.665,-2.316,-1.316,0.269,0.269,0.269,0.269,-2.453,-0.283,2.132,-3.19,-6.665,1.214,-4.19,1.108,-0.821,-2.316,1.501,-0.075,-3.453,-6.665,2.768,-6.665,-2.968,-2.605,-4.19,-6.665,-6.665,-6.665,-6.665,-2.968,-2.968,-2.775,-3.19,5.802,-6.665,-6.665,4.887,-4.19,3.89,-2.497,4.862,5.447,11.739,9.928,5.447,5.447,7.769,10.11,6.184,-2.497,8.862,6.184,8.11,7.322,-2.497,7.322,11.393,7.563,-2.497,5.447,8.617,10.981,9.991,10.237,9.643,7.032,9.59,7.032,9.322,11.912,10.563,9.72,-2.497,7.769,10.617,-2.497,6.184,5.447,-2.497,7.563,8.769,9.322,7.322,10.129,6.184,-6.665,-2.605,-2.316,-6.665,5.099,-6.665,0.269,2.56,-2.605,-6.665,-3.453,5,0.51,5.187,1.434,-6.665,-4.19,-2.075,-0.731,5.075,-2.453,-6.665,-0.418,-2.605,-2.605,1.733,-6.665,-6.665,-2.075,-3.453,-4.775,-3.19,-0.605,-4.19,-6.665,-2.075,-1.688,-6.665,-6.665,-6.665,-6.665,-6.665,-2.968,-6.665,-6.665,-2.968,-2.968,-4.19,-6.665,3.89,-1.075,-1.868,2.032,-6.665,5.717,4.641,-6.665,-4.19,-6.665,-6.665,-0.316,2.179,-0.047,-2.075,-2.968,5.694,2.634,3.039,8.416,4.872,-0.566,-0.566,-3.453,4.192,-3.19,6.521,-2.605,-6.665,-2.968,3.69,-2.968,-1.868,-3.453,1.258,0.529,0.415,-2.968,-2.775,4.779,-0.821,-0.821,4.472,-4.775,5.664,-4.775,-4.775,-4.775,-4.775,-4.775,0.717,3.897,3.76
"SEQC_NB469_BD0C70ACXX_L6_ATCACG",-2.604,-0.282,-3.09,-6.665,2.832,3.869,3.869,3.869,3.869,1.964,-0.019,-3.827,-3.827,-6.665,-3.827,-0.768,-3.827,2.396,-3.09,4.616,7.978,1.37,-3.09,-2.604,5.495,5.105,-6.665,-3.09,0.892,3.282,3.282,5.623,-6.665,-6.665,-6.665,1.357,5.694,-2.827,-2.827,6.373,-0.324,3.011,-2.497,-2.497,6.462,11.909,10.228,-2.497,-2.497,8.228,9.533,5.725,-2.497,9.664,7.31,8.388,5.725,6.462,8.047,10.868,8.228,6.462,-2.497,9.095,11.129,9.813,9.868,8.462,6.462,9.185,6.462,9.095,12.047,10.023,9.095,-2.497,8.047,10.948,5.725,-2.497,5.725,-2.497,8.31,7.841,8.047,8.533,10.29,5.725,-3.09,-6.665,3.023,0.289,-6.665,-3.827,-1.019,1.519,4.287,-6.665,-6.665,-2.412,-4.412,2.181,-1.952,-3.827,-6.665,-3.412,-1.019,5.84,-6.665,-3.827,2.622,-6.665,2.289,-4.412,-0.019,-0.164,-3.09,-3.827,-6.665,3.056,-3.827,-6.665,-3.09,-6.665,-1.827,-1.711,0.588,3.225,2.906,-2.604,0.543,-3.827,-3.827,4.966,4.966,-6.665,-6.665,-3.09,-3.827,4.257,2.188,-6.665,2.173,-6.665,-3.09,-2.604,-6.665,1.383,1.357,-2.827,2.33,-0.412,-3.09,-0.054,-3.09,-3.412,7.004,6.18,-3.09,-3.09,-6.665,-2.604,-6.665,6.984,0.655,-6.665,-0.202,-3.827,-6.665,-1.505,8.892,5.668,0.91,0.37,2.31,-6.665,3.694,-2.09,-2.09,5.513,-6.665,5.187,-3.09,-3.09,-3.09,-3.09,-3.09,0.471,3.474,3.247
"SEQC_NB470_BD0C70ACXX_L6_CGATGT",5.89,-6.665,0.068,-6.665,-1.212,0.302,0.302,0.302,0.302,-0.975,6.469,-1.932,2.762,-0.162,-2.113,-0.113,-2.56,3.945,-0.02,5.095,4.317,-1.698,-6.665,-6.665,-4.435,-0.81,-1.56,-0.113,-0.265,-0.975,-0.975,-5.02,-4.435,-4.435,-6.665,-6.665,6.011,0.456,0.456,8.091,-4.435,3.327,4.62,4.134,8.002,10.975,9.534,5.513,4.62,7.857,10.3,4.62,3.397,9.161,5.272,7.719,5.9,4.62,6.06,10.445,9.06,5.719,4.982,8.62,10.464,9.079,9.464,8.427,6.134,11.79,9.152,8.222,13.866,9.344,11.427,5.272,10.196,13.627,5.719,7.743,6.67,5.719,6.9,7.17,8.931,6.767,9.264,6.942,-4.435,-6.665,-1.85,-0.81,-6.665,3.835,1.228,6.841,4.865,-3.02,-2.212,5.308,-2.212,6.533,-1.065,-6.665,-4.435,-6.665,0.911,5.994,-3.435,-6.665,-0.187,-3.698,-1.02,-3.212,-6.665,0.209,-0.932,-2.02,-6.665,2.329,-3.02,-6.665,-6.665,-6.665,-6.665,-6.665,-3.212,0.003,-0.319,-4.02,-6.665,-6.665,-2.319,-6.665,-6.665,-6.665,-6.665,-0.02,-2.212,-2.113,3.438,-6.665,-2.698,4.528,-4.02,0.068,0.355,-5.02,-4.02,-6.665,4.751,-0.85,3.537,5.026,-1.376,1.781,7.045,5.998,2.19,2.19,2.18,-2.85,-2.698,6.587,-1.265,2.364,-3.698,-3.212,-5.02,-0.85,-1.496,0.338,1.52,0.749,-1.85,-3.02,5.653,0.247,0.247,4.827,1.681,6.103,-6.665,-6.665,-6.665,-6.665,-6.665,0.863,4.001,3.745
"SEQC_NB471_BD0C70ACXX_L6_TGACCA",3.506,-4.323,-6.665,-3.908,-3.908,-3.323,-3.323,-3.323,-3.323,-6.665,-3.1,-1.516,-4.323,-0.779,0.9,4.119,-6.665,-4.323,2.928,5.284,5.419,3.434,-4.323,-2.738,-3.1,-2.586,-3.908,-2.738,-2.1,-2.738,-2.738,-4.908,-6.665,-6.665,1.743,2.282,-6.665,2.793,2.793,0.242,-1.207,-6.665,3.87,3.87,7.777,10.867,9.465,6.192,5.607,7.286,10.054,5.745,3.87,9.341,6.929,7.33,5.093,4.607,6.929,10.335,9.013,-2.497,5.093,8.809,10.691,8.944,9.373,8.678,6.607,11.619,9.118,7.745,13.903,9.18,11.495,5.093,9.965,13.623,-2.497,8.013,7.143,5.607,7.04,7.455,8.915,7.24,9.524,4.87,-2.586,-6.665,1.046,-6.665,-6.665,1.201,-4.323,4.094,5.412,0.535,0.137,4.928,2.081,5.272,2.158,-6.665,-6.665,-1.1,-4.323,-4.908,-6.665,-3.908,-6.665,-6.665,-6.665,2.45,-6.665,-6.665,-6.665,0.201,-4.323,-4.323,-4.323,-4.323,-4.323,-6.665,-6.665,-6.665,-4.323,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-4.323,-4.323,-4.323,-6.665,-1.66,-6.665,0.631,-4.908,-6.665,-4.323,-1.738,-1.207,-3.908,-4.908,-6.665,-4.908,-6.665,3.458,4.316,-1.82,5.008,-4.323,2.941,3.396,-1.448,-6.665,-6.665,0.647,-6.665,-6.665,-3.586,-1.384,-6.665,1.568,-4.323,-4.908,1.584,-1.323,0.201,-6.665,9.366,-6.665,-1.586,-6.665,-6.665,-6.665,-3.586,0.806,-4.908,-6.665,-6.665,-6.665,-6.665,-6.665,9.448,-4.908,-4.908
"SEQC_NB472_BD0C70ACXX_L6_GCCAAT",3.467,-6.665,-6.665,-3.846,-1.775,-0.613,-0.613,-0.613,-0.613,-5.168,0.56,-6.665,-2.998,-6.665,0.763,-3.583,-3.583,4.265,-4.583,5.061,4.299,0.042,-6.665,-4.583,-1.846,-1.583,-6.665,-0.31,-1.92,-1.846,-1.846,-4.583,-0.19,-0.19,-4.583,-6.665,-4.583,-2.583,-2.583,4.846,-4.583,-4.583,-2.497,5.177,7.893,11.118,9.682,6.276,6.276,8.347,10.228,3.955,-2.497,9.124,6.618,7.893,6.07,3.955,6.07,10.499,9.288,4.692,5.829,8.709,10.762,9.151,9.138,8.598,5.54,11.714,9.042,8.202,13.927,9.655,11.554,-2.497,10.419,13.533,5.829,8.042,6.54,5.177,6.276,7.861,8.618,7.013,9.347,7.579,-6.665,-6.665,2.668,-5.168,-4.583,1.099,-2.846,3.766,2.08,-2.708,-2.08,-3.168,2.597,-1.467,-2.998,-6.665,-4.168,-3.583,-6.665,-3.36,-4.168,-6.665,1.715,-6.665,-0.524,3.324,-6.665,-5.168,-6.665,-2.08,-6.665,-2.261,-6.665,-6.665,-6.665,-6.665,-6.665,-5.168,-4.583,-2.36,-3.36,-6.665,-6.665,-6.665,-4.583,-4.583,-4.583,-6.665,-6.665,-0.36,-6.665,3.94,-6.665,-6.665,3.252,-1.708,-3.846,-6.665,-6.665,-4.168,-6.665,-6.665,4.737,-1.123,-1.038,-1.038,-4.168,-2.261,6.317,-1.31,-6.665,-6.665,-4.583,-6.665,-4.168,-2.998,-1.708,-6.665,-3.846,-6.665,-4.168,4.723,-1.213,2.938,-6.665,9.763,-6.665,-1.168,-5.168,-6.665,-6.665,-6.665,-3.36,-4.168,-6.665,-6.665,-6.665,-6.665,-6.665,9.896,-5.168,-4.168
"SEQC_NB473_BD0C70ACXX_L6_ACTTGA",5.038,-6.665,-6.665,4.933,2.39,3.853,3.853,3.853,3.853,-5.061,2.114,-1.974,1.639,-6.665,2.238,-0.669,-3.476,3.346,3.478,4.559,2.939,-2.891,-3.061,-2.254,-3.739,-1.813,-1.107,-3.061,-0.776,0.524,0.524,2.021,0.478,0.478,-6.665,0.846,-4.476,-4.476,-4.476,4.229,-0.932,-5.061,5.739,4.739,7.225,11.047,9.36,6.118,5.418,7.324,10.263,5.225,-2.497,9.526,4.739,7.324,6.118,4.739,6.941,10.536,9.172,5.587,4.739,8.925,10.612,9.017,9.484,8.44,5.587,11.86,8.972,7.547,13.94,9.484,11.467,4.418,10.412,13.576,5.225,7.627,7.462,5.418,6.941,6.739,8.627,7.118,9.36,7.225,2.314,-1.602,0.047,1.015,-6.665,0.005,-4.476,6.454,3.862,-5.061,-5.061,4.546,2.639,-2.061,4.393,0.205,3.196,-6.665,3.535,-4.061,-3.739,-6.665,3.281,-0.776,2.597,1.088,-6.665,2.252,0.881,-5.061,-6.665,3.722,2.812,-6.665,-0.776,4.372,4.61,-2.602,-0.602,2.191,1.988,-1.538,-6.665,1.215,1.305,0.553,0.553,-0.852,-2.739,4.082,1.026,3.499,-6.665,-6.665,3.265,1.72,-6.665,-2.891,-2.254,-0.389,-6.665,-6.665,4.599,-1.602,-2.361,3.636,-1.739,2.632,9.053,-0.739,-6.665,-6.665,-4.476,-6.665,-0.602,-3.254,2.516,-3.739,-0.447,-0.447,-6.665,3.031,-1.669,-2.602,-6.665,8.968,-6.665,1.406,-4.061,-6.665,-6.665,-6.665,-0.254,-4.061,2.442,2.442,2.442,2.442,2.442,9.08,-3.254,-3.254
"SEQC_NB474_BD0C70ACXX_L6_TAGCTT",1.831,-0.267,-4.515,-1.193,-2.93,-2.641,-2.641,-2.641,-2.641,-6.665,3.999,-2.4,0.148,-6.665,1.109,-4.1,-2.641,1.185,-4.515,3.641,4.184,1.492,-6.665,-3.778,-3.515,-1.778,-4.515,-6.665,-4.1,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,0.529,-3.515,3.506,3.506,3.328,-2.293,-6.665,4.997,5.189,5.359,11.752,9.599,4.997,4.997,7.616,9.997,5.359,3.774,10.06,6.582,7.144,5.189,4.997,7.917,9.924,6.944,5.359,5.89,9.298,11.192,9.958,10.293,9.06,5.359,10.01,6.997,8.047,11.742,10.52,9.349,4.997,8.234,11.728,6.096,5.649,7.189,-2.497,7.319,8.418,8.511,7.319,10.344,4.511,-2.193,-3.778,0.572,-3.1,-4.515,-0.545,-6.665,6.976,3.749,3.136,3.758,-3.515,4.377,-4.515,2.786,-2.515,1.08,-2.193,0.05,-4.515,-3.778,-4.515,0.309,-6.665,-2.1,2.171,-6.665,-6.665,-2.193,3.758,-3.778,-0.891,-3.1,-4.515,-6.665,-4.515,-3.293,-6.665,-4.515,-3.778,-3.778,-4.515,-6.665,-6.665,-5.1,-4.515,-4.515,-4.515,-3.778,-6.665,-4.515,-2.93,-6.665,-4.1,-3.293,-1.345,-3.293,-1.293,-1.013,-1.641,-1.345,1.213,1.368,4.942,-1.345,4.135,-6.665,1.977,-1.345,-0.4,-6.665,-6.665,-6.665,-2.641,-6.665,-3.1,3.832,-6.665,0.009,-2.4,-2.93,1.714,-2.778,0.09,-6.665,10.235,-6.665,-1.576,-6.665,-6.665,-6.665,-4.515,-0.674,-6.665,-4.515,-4.515,-4.515,-4.515,-4.515,10.347,-6.665,-6.665
"SEQC_NB475_BD0C70ACXX_L7_CGATGT",2.768,-4.19,1.203,-0.283,1.425,2.497,2.497,2.497,2.497,-2.074,5.738,-4.19,5.303,0.78,-4.19,0.993,-1.527,-4.19,-1.868,2.12,5.095,3.931,-1.131,2.208,2.891,-0.527,1.912,-4.19,-1.382,-3.453,-3.453,-6.665,-6.665,-6.665,-6.665,1.725,5.623,-6.665,-6.665,1.083,4.945,3.674,3.77,4.058,7.884,10.896,9.782,5.31,5.457,7.451,9.739,5.349,3.118,8.964,6.245,7.109,5.058,4.912,6.622,10.615,8.835,4.558,5.034,9.019,10.677,8.836,9.159,8.001,6.092,11.777,9.406,7.931,13.671,9.812,11.961,5.161,10.347,13.734,5.003,7.561,5.811,5.632,6.906,7.029,8.565,6.648,9.321,6.956,-6.665,1.323,-2.453,-0.917,-4.19,-6.665,1.764,-2.605,4.609,-6.665,-6.665,2.089,-1.074,3.329,-1.251,6.161,1.556,-4.19,-3.453,4.998,-1.02,-6.665,3.697,-3.453,2.007,-4.19,4.016,3.41,-6.665,-4.19,-2.074,1.772,4.005,2.515,-6.665,-0.687,0.083,-4.19,-6.665,-3.453,-3.453,-6.665,4.109,-2.074,-6.665,-2.967,-2.967,-4.19,-6.665,6.509,-3.453,7.055,3.159,-2.453,3.894,1.772,-1.605,0.132,-0.821,6.876,-2.967,-6.665,-0.565,4.601,-1.605,-0.821,-3.453,-3.453,9.346,5.832,-4.19,-4.19,2.132,2.02,-1.131,7.148,-3.453,-6.665,5.963,-4.19,3.261,2.264,3.336,4.072,1.248,1.749,-6.665,-0.821,3.905,-4.19,-4.19,5.381,-3.19,5.651,0.869,0.869,0.869,0.869,0.869,1.847,2.943,2.552
"SEQC_NB476_BD0C70ACXX_L7_TTAGGC",2.174,-6.665,-6.665,-4.391,-3.391,-2.806,-2.806,-2.806,-2.806,-6.665,-2.806,0.5,-3.976,0.153,-1.275,-0.806,-6.665,1.697,2.063,5.009,4.772,3.881,-6.665,7.145,-2.654,1.738,-4.391,2.459,-0.888,-1.516,-1.516,-6.665,-6.665,-6.665,-6.665,0.919,-4.391,-1.728,-1.728,1.194,0.346,-3.654,-2.497,4.141,5.726,11.667,9.965,-2.497,5.363,7.765,9.869,5.363,-2.497,9.685,7.08,7.804,5.726,5.556,7.726,10.873,7.6,4.556,4.878,9.654,11.277,9.675,10.317,9.111,-2.497,9.545,6.556,8.171,11.504,10.207,9.451,5.726,8.487,11.716,-2.497,4.141,6.948,-2.497,6.948,8.311,9.284,8.228,10.408,4.878,-1.022,-6.665,-1.391,-6.665,-6.665,-6.665,3.504,6.71,-4.391,-6.665,-4.391,5.325,-4.391,5.738,1.87,-6.665,-3.654,-6.665,-6.665,-3.976,-3.976,5.381,-4.391,-6.665,-1.728,-6.665,-6.665,0.711,-6.665,-4.391,-6.665,-2.806,-3.976,-6.665,-6.665,-3.391,-3.391,-4.391,-2.275,-2.168,-2.168,-0.194,-6.665,-6.665,-1.976,-3.391,-3.391,-2.806,-0.888,1.194,-3.654,-1.221,-6.665,-6.665,0.697,-6.665,-4.391,0.532,-0.194,-4.391,-6.665,-3.654,2.184,3.781,-6.665,0.943,2.229,3.044,1.973,0.234,-6.665,-6.665,2.54,-4.976,-6.665,-2.516,-6.665,-6.665,3.251,-4.391,2.819,-3.654,-1.275,3.171,-6.665,10.19,-6.665,-4.391,-3.976,-6.665,-6.665,-4.976,-1.069,-3.976,-6.665,-6.665,-6.665,-6.665,-6.665,10.425,-4.976,-4.976
